processor_id,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
766,19,143,74,154,98,22,31,,,,450.0,,1,1,21.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010306-00491.html,64,5.4,126,1.9,1.9
767,19,143,74,154,98,22,32,,,,480.0,,1,1,21.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000810-00176.html,64,5.4,126,1.9,1.9
768,19,144,,155,100,105,1,,,,500.0,,1,1,13.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010306-00490.html,64,,,1.5,1.7
769,19,145,,156,97,22,20,,,,270.0,,1,1,21.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980127-02356.html,64,5.4,156,1.9,1.9
770,19,145,,156,97,22,117,,,,300.0,,1,1,21.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980128-02369.html,64,5.4,156,1.9,1.9
771,19,145,,156,97,22,23,,,,333.0,,1,1,21.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00003.html,64,5.4,156,1.9,1.9
772,19,145,,157,98,22,23,,,,360.0,,1,1,21.0,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03191.html,64,5.4,,1.9,1.9
773,19,145,,157,98,22,23,,,,400.0,,1,1,21.0,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000317-04139.html,64,5.4,,1.9,1.9
774,19,145,,157,98,22,23,,,,440.0,,1,1,21.0,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03652.html,64,5.4,,1.9,1.9
775,19,145,,158,99,104,1,,,,550.0,,1,1,17.6,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020813-01557.html,64,,,1.7,1.7
776,19,145,,159,99,54,31,,,2000-09-01,600.0,,1,1,53.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00223.html,64,29.0,330,1.6,1.6
777,19,145,,158,99,104,1,,,,650.0,,1,1,17.6,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020813-01555.html,64,,,1.7,1.7
778,19,145,75,159,101,54,32,,,2000-09-01,750.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00227.html,64,29.0,210,1.6,1.6
779,19,145,75,159,101,54,32,,,2000-09-01,900.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00219.html,64,29.0,210,1.7,1.7
780,19,146,,160,102,54,32,,,,1015.0,,1,1,80.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01703.html,64,29.0,232,1.6,1.6
781,19,146,,160,102,54,32,,,,1050.0,,1,1,80.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011105-01099.html,64,29.0,232,1.6,1.6
782,19,146,,160,102,54,32,,,,1056.0,,1,1,80.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020422-01317.html,64,29.0,232,1.6,1.6
783,19,146,,160,102,54,32,,,,1200.0,,1,1,80.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02006.html,64,29.0,232,1.6,1.6
784,19,147,,161,102,118,1,,,,1002.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02010.html,64,87.5,206,1.3,1.3
785,19,147,,161,102,118,1,,,,1062.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030620-02291.html,64,87.5,206,1.3,1.3
786,19,147,,161,102,118,1,,,,1280.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030821-02435.html,64,87.5,206,1.3,1.3
787,19,147,,161,102,118,1,,,,1336.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050111-03700.html,64,87.5,206,1.3,1.3
788,19,147,,161,102,118,1,,,,1503.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050107-03678.html,64,87.5,206,1.3,1.3
789,19,147,,161,102,118,1,,,,1600.0,,1,1,52.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050107-03680.html,64,87.5,206,1.3,1.3
790,19,148,76,162,94,119,1,,,2005-07-01,1400.0,,4,8,72.0,Horowitz spreadsheet,64,279.0,378,1.1,1.1
791,19,149,,163,93,120,1,,,2007-07-01,1400.0,,8,8,84.0,Horowitz spreadsheet,64,503.0,342,1.1,1.1
792,25,150,,,,1,1,60,,1976-07-01,2.5,,1,1,0.8,Horowitz spreadsheet,8,0.0085,18,5.0,5.0
793,9,92,,81,60,121,1,,D525,2010-04-01,1800.0,,2,2,13.0,http://ark.intel.com/products/49490,,,,0.8,1.175
